addiction,adhd,alcoholism,anger,anxiety,bipolar,bpd,depression,dpdr,drug_addiction,eating_disorder,ocd,panic,psychosis,ptsd,schizophrenia,suicidality
0.9999999999999998,0.09666863323218836,0.5949431875922294,-0.17769537561672266,0.022450521586070863,0.07578508853047412,-0.17129730783524866,0.03185292931788521,-0.14001790395030747,0.2510599098158713,0.018021474133632965,-0.07427073952685151,-0.07102197309868814,-0.31456491213012444,-0.07586896843830541,-0.2404131788383399,0.014520992967290525
0.09666863323218836,0.9999999999999997,0.04142554142662215,-0.04906352946518455,0.11986390814123764,0.1481098481022506,-0.12019275012932053,-0.16796277408529806,-0.10652947693477574,0.35897294867575347,-0.06581664151561288,0.05877051631219539,-0.138184084853561,-0.15441090609560476,0.014018175182422144,0.009880750746928502,-0.24896464084801223
0.5949431875922294,0.04142554142662215,0.9999999999999999,-0.17087551557014302,-0.09500601942976586,0.012430109545586902,-0.19683044087225368,-0.1024098680081201,-0.1817461161153099,0.26212593736701534,0.02398707255325869,-0.1397036621364547,0.002107605002541187,-0.22836423270021713,-0.07568731036110202,-0.19474993820369224,-0.016650572798462493
-0.17769537561672266,-0.04906352946518455,-0.17087551557014302,1.0,0.03752495820137309,-0.1651871934304793,0.07297920188314518,0.04297600823976291,-0.11415771862347798,-0.15699352595575097,-0.044564987740513914,-0.03945114327301503,-0.16764945024494324,-0.07561953759917572,0.12760909682021374,-0.12792548527132777,0.0842157049770501
0.022450521586070863,0.11986390814123764,-0.09500601942976586,0.03752495820137309,0.999999999999999,0.04797323440348886,0.10093372463071001,0.2846535455677398,-0.10787495637067819,-0.13523820823028643,-0.05829396582329585,0.15989625620103792,-0.15099633604196244,-0.2713282587657111,0.1314038432609253,-0.1909127490619298,0.11895585614553537
0.07578508853047412,0.1481098481022506,0.012430109545586902,-0.1651871934304793,0.04797323440348886,0.9999999999999998,-0.04146468560663402,-0.09544945037476281,-0.06571268792549209,0.12893629601178605,-0.013552268340836546,-0.08324836738098977,-0.1211717988323772,-0.15724220277318318,-0.07072885656471298,0.035316567068426716,-0.11648258895730981
-0.17129730783524866,-0.12019275012932053,-0.19683044087225368,0.07297920188314518,0.10093372463071001,-0.04146468560663402,0.9999999999999999,0.2757907473589034,-0.09098160982764474,-0.22163050490327746,0.059009652923972804,0.04722141988373936,-0.2011268501769818,-0.12358785400940325,0.19533914377738928,-0.11818395471076128,0.13324235819788968
0.03185292931788521,-0.16796277408529806,-0.1024098680081201,0.04297600823976291,0.2846535455677398,-0.09544945037476281,0.2757907473589034,1.0,-0.0960760024295426,-0.32805407723483165,-0.0046308008696742215,-0.03666470373489432,-0.26546667423800174,-0.28936014863064613,0.1485490915727012,-0.2463547110999662,0.7099199051712533
-0.14001790395030747,-0.10652947693477574,-0.1817461161153099,-0.11415771862347798,-0.10787495637067819,-0.06571268792549209,-0.09098160982764474,-0.0960760024295426,1.0,-0.15977697879658578,-0.049307048414051924,0.010678539271597474,-0.03474277329006714,-0.0981977629912287,-0.06149100100985733,-0.053241092147819115,-0.1602800366332547
0.2510599098158713,0.35897294867575347,0.26212593736701534,-0.15699352595575097,-0.13523820823028643,0.12893629601178605,-0.22163050490327746,-0.32805407723483165,-0.15977697879658578,0.9999999999999998,0.009787132476665945,-0.10682738572199733,-0.024734036292337086,-0.11468632158424392,-0.18730336487144922,0.04197099315170278,-0.21583316520455426
0.018021474133632965,-0.06581664151561288,0.02398707255325869,-0.044564987740513914,-0.05829396582329585,-0.013552268340836546,0.059009652923972804,-0.0046308008696742215,-0.049307048414051924,0.009787132476665945,1.0,-0.03868981321228337,-0.0846905460711065,-0.10045508111615871,-0.047367740958807976,-0.17330385810380422,-0.1014152641846178
-0.07427073952685151,0.05877051631219539,-0.1397036621364547,-0.03945114327301503,0.15989625620103792,-0.08324836738098977,0.04722141988373936,-0.03666470373489432,0.010678539271597474,-0.10682738572199733,-0.03868981321228337,1.0,-0.1678029605540312,-0.11082699587457362,0.06639513811444621,-0.09392505785359909,-0.09272839199180416
-0.07102197309868814,-0.138184084853561,0.002107605002541187,-0.16764945024494324,-0.15099633604196244,-0.1211717988323772,-0.2011268501769818,-0.26546667423800174,-0.03474277329006714,-0.024734036292337086,-0.0846905460711065,-0.1678029605540312,0.9999999999999997,-0.03937013040886522,-0.15876010156616782,-0.07559510236787192,-0.22856733503459356
-0.31456491213012444,-0.15441090609560476,-0.22836423270021713,-0.07561953759917572,-0.2713282587657111,-0.15724220277318318,-0.12358785400940325,-0.28936014863064613,-0.0981977629912287,-0.11468632158424392,-0.10045508111615871,-0.11082699587457362,-0.03937013040886522,0.9999999999999996,-0.1384331040137198,0.10297268117433787,-0.24602026477524694
-0.07586896843830541,0.014018175182422144,-0.07568731036110202,0.12760909682021374,0.1314038432609253,-0.07072885656471298,0.19533914377738928,0.1485490915727012,-0.06149100100985733,-0.18730336487144922,-0.047367740958807976,0.06639513811444621,-0.15876010156616782,-0.1384331040137198,1.0000000000000002,-0.1785165781261231,0.05742141630399698
-0.2404131788383399,0.009880750746928502,-0.19474993820369224,-0.12792548527132777,-0.1909127490619298,0.035316567068426716,-0.11818395471076128,-0.2463547110999662,-0.053241092147819115,0.04197099315170278,-0.17330385810380422,-0.09392505785359909,-0.07559510236787192,0.10297268117433787,-0.1785165781261231,1.0,-0.16052669490279445
0.014520992967290525,-0.24896464084801223,-0.016650572798462493,0.0842157049770501,0.11895585614553537,-0.11648258895730981,0.13324235819788968,0.7099199051712533,-0.1602800366332547,-0.21583316520455426,-0.1014152641846178,-0.09272839199180416,-0.22856733503459356,-0.24602026477524694,0.05742141630399698,-0.16052669490279445,0.9999999999999998
